nationalGridBmUnit,elexonBmUnit,eic,fuelType,leadPartyName,bmUnitType,fpnFlag,bmUnitName,leadPartyId,demandCapacity,generationCapacity,productionOrConsumptionFlag,transmissionLossFactor,workingDayCreditAssessmentImportCapability,nonWorkingDayCreditAssessmentImportCapability,workingDayCreditAssessmentExportCapability,nonWorkingDayCreditAssessmentExportCapability,creditQualifyingStatus,demandInProductionFlag,gspGroupId,gspGroupName,interconnectorId
AG-FOR01G,V__GFORS001,48W000AG-FOR01G8,,Forsa Trading Limited,V,True,V__GFORS001,FORSA,0.000,0.000,C,-0.0044771,0.000,0.000,0.000,0.000,False,False,_G,North Western,
AG-FOR01N,V__NFORS001,48W000AG-FOR01NV,,Forsa Trading Limited,V,True,V__NFORS001,FORSA,0.000,0.000,C,-0.0066390,0.000,0.000,0.000,0.000,False,False,_N,South Scotland,
AG-FOR02N,V__NFORS003,48W000AG-FOR02NS,,Forsa Trading Limited,V,True,V__NFORS003,FORSA,0.000,20.000,P,-0.0066390,0.000,0.000,4.600,4.600,True,False,_N,South Scotland,
AG-FSTK01,2__FSTAT001,,,Statkraft Markets Gmbh,S,True,STAT_F2,STATKRA1,-2.000,50.000,C,-0.0072556,-0.217,-0.212,5.435,5.310,False,False,_F,Northern,
AG-FSTK02,2__FSTAT002,,,Statkraft Markets Gmbh,S,True,STAT_F3,STATKRA1,-2.000,50.000,C,-0.0075496,-0.001,0.000,0.035,0.000,False,False,_F,Northern,
AG-FSTK03,2__FSTAT003,,,Statkraft Markets Gmbh,S,True,STAT_F4,STATKRA1,-2.000,50.000,C,-0.0075496,-0.002,0.000,0.045,0.000,False,False,_F,Northern,
AG-FSTK99,2__FSTAT099,,,Statkraft Markets Gmbh,S,True,STAT_F99,STATKRA1,-4.000,4.000,C,-0.0075496,-1.681,-1.622,1.681,1.622,False,False,_F,Northern,
AG-GBL01B,V__BGBLO001,,,GridBeyond Limited,V,True,V__BGBLO001,ENDECO,0.000,0.000,C,0.0066681,0.000,0.000,0.000,0.000,False,False,_B,East Midlands,
AG-GBL01E,V__EGBLO026,,,GridBeyond Limited,V,True,V__EGBLO026,ENDECO,0.000,0.000,C,0.0169223,0.000,0.000,0.000,0.000,False,False,_E,Midlands,
AG-GBL01G,V__GGBLO027,,,GridBeyond Limited,V,True,V__GGBLO027,ENDECO,0.000,0.000,C,-0.0044771,0.000,0.000,0.000,0.000,False,False,_G,North Western,
AG-GBL01K,V__KGBLO029,,,GridBeyond Limited,V,True,V__KGBLO029,ENDECO,0.000,0.000,C,0.0167661,0.000,0.000,0.000,0.000,False,False,_K,South Wales,
AG-GBL01M,V__MGBLO028,,,GridBeyond Limited,V,True,V__MGBLO028,ENDECO,0.000,0.000,C,-0.0012435,0.000,0.000,0.000,0.000,False,False,_M,Yorkshire,
AG-GBL02E,V__EGBLO001,,,GridBeyond Limited,V,True,V__EGBLO001,ENDECO,0.000,0.000,C,0.0133452,0.000,0.000,0.000,0.000,False,False,_E,Midlands,
AG-GBL02K,V__KGBLO031,,,GridBeyond Limited,V,True,V__KGBLO031,ENDECO,0.000,0.000,C,0.0167661,0.000,0.000,0.000,0.000,False,False,_K,South Wales,
AG-GBL03F,V__FGBLO001,,,GridBeyond Limited,V,False,V__FGBLO001,ENDECO,0.000,0.000,C,-0.0075496,0.000,0.000,0.000,0.000,False,False,_F,Northern,
AG-GBL04M,V__MGBLO001,,,GridBeyond Limited,V,False,V__MGBLO001,ENDECO,0.000,0.000,C,-0.0032986,0.000,0.000,0.000,0.000,False,False,_M,Yorkshire,
AG-GBL05D,V__DGBLO001,,,GridBeyond Limited,V,True,V__DGBLO001,ENDECO,0.000,0.000,C,0.0014796,0.000,0.000,0.000,0.000,False,False,_D,Merseyside North Wales,
AG-GBL06G,V__GGBLO001,,,GridBeyond Limited,V,True,V__GGBLO001,ENDECO,0.000,0.000,C,-0.0044771,0.000,0.000,0.000,0.000,False,False,_G,North Western,
AG-GBL07N,V__NGBLO001,,,GridBeyond Limited,V,True,V__NGBLO001,ENDECO,0.000,0.000,C,-0.0066390,0.000,0.000,0.000,0.000,False,False,_N,South Scotland,
AG-GBL08H,V__HGBLO001,,,GridBeyond Limited,V,True,V__HGBLO001,ENDECO,0.000,0.000,C,0.0154722,0.000,0.000,0.000,0.000,False,False,_H,Southern,
AG-GBL08N,V__NGBLO002,48W000AG-GBL08N0,,GridBeyond Limited,V,True,V__NGBLO002,ENDECO,0.000,0.000,C,-0.0066390,0.000,0.000,0.000,0.000,False,False,_N,South Scotland,
AG-GBL09B,V__BGBLO009,,,GridBeyond Limited,V,True,V__BGBLO009,ENDECO,0.000,0.000,C,0.0066681,0.000,0.000,0.000,0.000,False,False,_B,East Midlands,
AG-GBL09H,V__HGBLO030,,,GridBeyond Limited,V,True,V__HGBLO030,ENDECO,0.000,0.000,C,0.0154722,0.000,0.000,0.000,0.000,False,False,_H,Southern,
AG-GBL0AE,V__EGBLO010,,,GridBeyond Limited,V,True,V__EGBLO010,ENDECO,0.000,0.000,C,0.0133452,0.000,0.000,0.000,0.000,False,False,_E,Midlands,
AG-GBL0BE,V__EGBLO011,,,GridBeyond Limited,V,True,V__EGBLO011,ENDECO,0.000,0.000,C,0.0133452,0.000,0.000,0.000,0.000,False,False,_E,Midlands,
AG-GBL0CE,V__EGBLO012,,,GridBeyond Limited,V,True,V__EGBLO012,ENDECO,0.000,0.000,C,0.0133452,0.000,0.000,0.000,0.000,False,False,_E,Midlands,
AG-GBL0DN,V__NGBLO013,,,GridBeyond Limited,V,True,V__NGBLO013,ENDECO,-6.332,0.000,C,-0.0066390,-1.456,-1.456,0.000,0.000,False,False,_N,South Scotland,
AG-GBL0EN,V__NGBLO014,,,GridBeyond Limited,V,True,V__NGBLO014,ENDECO,0.000,0.000,C,-0.0066390,0.000,0.000,0.000,0.000,False,False,_N,South Scotland,
AG-GBL0FM,V__MGBLO015,,,GridBeyond Limited,V,True,V__MGBLO015,ENDECO,0.000,0.000,C,-0.0032986,0.000,0.000,0.000,0.000,False,False,_M,Yorkshire,
AG-GBL0GM,V__MGBLO016,,,GridBeyond Limited,V,True,V__MGBLO016,ENDECO,0.000,0.000,C,-0.0032986,0.000,0.000,0.000,0.000,False,False,_M,Yorkshire,
AG-GBL0HM,V__MGBLO017,,,GridBeyond Limited,V,True,V__MGBLO017,ENDECO,0.000,0.000,C,-0.0032986,0.000,0.000,0.000,0.000,False,False,_M,Yorkshire,
AG-GBL0IA,V__AGBLO018,,,GridBeyond Limited,V,True,V__AGBLO018,ENDECO,0.000,0.000,C,0.0043990,0.000,0.000,0.000,0.000,False,False,_A,Eastern,
AG-GBL0JP,V__PGBLO019,,,GridBeyond Limited,V,True,V__PGBLO019,ENDECO,0.000,0.000,C,-0.0200357,0.000,0.000,0.000,0.000,False,False,_P,North Scotland,
AG-GBL0KB,V__BGBLO020,,,GridBeyond Limited,V,True,V__BGBLO020,ENDECO,0.000,0.000,C,0.0066681,0.000,0.000,0.000,0.000,False,False,_B,East Midlands,
AG-GBL0LB,V__BGBLO021,,,GridBeyond Limited,V,True,V__BGBLO021,ENDECO,0.000,0.000,C,0.0066681,0.000,0.000,0.000,0.000,False,False,_B,East Midlands,
AG-GBL0MM,V__MGBLO022,,,GridBeyond Limited,V,True,V__MGBLO022,ENDECO,0.000,0.000,C,-0.0032986,0.000,0.000,0.000,0.000,False,False,_M,Yorkshire,
AG-GBL0NN,V__NGBLO023,,,GridBeyond Limited,V,True,V__NGBLO023,ENDECO,0.000,0.000,C,-0.0066390,0.000,0.000,0.000,0.000,False,False,_N,South Scotland,
AG-GBL0OH,V__HGBLO024,,,GridBeyond Limited,V,True,V__HGBLO024,ENDECO,0.000,0.000,C,0.0154722,0.000,0.000,0.000,0.000,False,False,_H,Southern,
AG-GBL0PE,V__EGBLO025,,,GridBeyond Limited,V,True,V__EGBLO025,ENDECO,0.000,0.000,C,0.0133452,0.000,0.000,0.000,0.000,False,False,_E,Midlands,
AG-GEDF01,2__GLOND001,,,EDF Energy Customers Limited,S,True,EDFE Aggregate N West 01,LENCO,0.000,0.000,C,-0.0044771,0.000,0.000,0.000,0.000,False,False,_G,North Western,
AG-GEDF02,2__GLOND002,,,EDF Energy Customers Limited,S,True,EDFE Agg NW Eng 02,LENCO,0.000,0.000,C,-0.0044771,0.000,0.000,0.000,0.000,False,False,_G,North Western,
AG-GEDF03,2__GLOND003,,,EDF Energy Customers Limited,S,True,EDFE Aggregate NW Eng 3,LENCO,-2.000,50.000,C,-0.0044771,-0.130,-0.069,3.250,1.735,False,False,_G,North Western,
AG-GEDF04,2__GLOND004,,,EDF Energy Customers Limited,S,True,EDFE Aggregate NW Eng 4,LENCO,-2.000,24.000,C,-0.0044771,-0.044,-0.020,0.528,0.240,False,False,_G,North Western,
AG-GEDF05,2__GLOND005,,,EDF Energy Customers Limited,S,True,EDF Aggregate Midlands 2,LENCO,-24.000,24.000,C,-0.0044771,-9.218,-8.717,9.218,8.717,False,False,_G,North Western,
AG-GFLX01,2__GFLEX001,,,Flexitricity Limited,S,True,2__GFLEX001,FLEXTRCY,0.000,49.000,C,-0.0044771,0.000,0.000,4.778,4.778,False,False,_G,North Western,
AG-GFLX02,2__GFLEX002,,,Flexitricity Limited,S,True,2__GFLEX002,FLEXTRCY,0.000,49.000,C,-0.0044771,0.000,0.000,12.343,12.343,False,False,_G,North Western,
AG-GFLX03,2__GFLEX003,,,Flexitricity Limited,S,True,2__GFLEX003,FLEXTRCY,0.000,49.000,C,-0.0044771,0.000,0.000,12.970,12.970,False,False,_G,North Western,
AG-GFLX04,2__GFLEX004,,,Flexitricity Limited,S,True,2__GFLEX004,FLEXTRCY,0.000,49.000,C,-0.0044771,0.000,0.000,10.662,10.662,False,False,_G,North Western,
AG-GFLX05,2__GFLEX005,,,Flexitricity Limited,S,True,2__GFLEX005,FLEXTRCY,0.000,49.000,C,-0.0044771,0.000,0.000,10.780,10.780,False,False,_G,North Western,
AG-GFLX06,2__GFLEX006,,,Flexitricity Limited,S,True,2__GFLEX006,FLEXTRCY,0.000,49.000,C,-0.0044771,0.000,0.000,10.780,10.780,False,False,_G,North Western,
AG-GFLX07,2__GFLEX007,,,Flexitricity Limited,S,True,2__GFLEX007,FLEXTRCY,0.000,49.000,C,-0.0044771,0.000,0.000,10.780,10.780,False,False,_G,North Western,
AG-GFLX08,2__GFLEX008,,,Flexitricity Limited,S,True,2__GFLEX008,FLEXTRCY,0.000,49.000,C,-0.0044771,0.000,0.000,10.780,10.780,False,False,_G,North Western,
AG-GFLX09,2__GFLEX009,48W000AG-GFLX097,,Flexitricity Limited,S,True,2__GFLEX009,FLEXTRCY,0.000,49.000,C,-0.0044771,0.000,0.000,10.780,10.780,False,False,_G,North Western,
AG-GLIM01,2__GANGE001,,,Limejump Energy Limited,S,True,2__GANGE001,ANGEL,-44.628,50.000,C,-0.0044771,-0.736,-0.674,0.825,0.755,False,False,_G,North Western,
AG-GLIM02,2__GANGE002,,,Limejump Energy Limited,S,True,2__GANGE002,ANGEL,-6.580,50.000,C,-0.0086334,-2.498,-2.112,18.985,16.045,False,False,_G,North Western,
AG-GLIM03,2__GANGE003,,,Limejump Energy Limited,S,True,2__GANGE003,ANGEL,0.000,10.321,C,-0.0086334,0.000,0.000,2.271,2.271,False,False,_G,North Western,
AG-GLIM04,2__GANGE004,,,Limejump Energy Limited,S,True,2__GANGE004,ANGEL,0.000,20.340,C,-0.0086334,0.000,0.000,4.475,4.475,False,False,_G,North Western,
AG-GLIM05,2__GANGE005,,,Limejump Energy Limited,S,False,2__GANGE005,ANGEL,0.000,0.000,C,-0.0041054,0.000,0.000,0.000,0.000,False,False,_G,North Western,
AG-GLIM06,2__GANGE006,,,Limejump Energy Limited,S,False,2__GANGE006,ANGEL,0.000,0.000,C,-0.0044771,0.000,0.000,0.000,0.000,False,False,_G,North Western,
AG-GOCT01,2__GMRCY001,48W000AG-GOCT01U,,Octopus Energy Limited,S,True,AG-GOCT01,MERCURY,-5.000,0.000,C,-0.0044771,-1.921,-1.816,0.000,0.000,False,False,_G,North Western,
AG-GSMA01,2__GSMAE001,,,Smartestenergy Limited,S,True,2__GSMAE001,SMARTEST,0.000,19.402,C,-0.0044771,0.000,0.000,4.268,4.268,False,False,_G,North Western,
AG-GSMA02,2__GSMAR002,,,Smartestenergy Limited,S,True,2__GSMAR002,SMARTEST,0.000,0.000,C,-0.0044771,0.000,0.000,0.000,0.000,False,False,_G,North Western,
AG-GSTK01,2__GSTAT001,,,Statkraft Markets Gmbh,S,True,STAT_G2,STATKRA1,-2.000,20.000,C,-0.0048159,-0.753,-0.645,7.532,6.454,False,False,_G,North Western,
AG-GSTK02,2__GSTAT002,,,Statkraft Markets Gmbh,S,True,STAT_G3,STATKRA1,-2.000,20.000,C,-0.0048159,-0.269,-0.220,2.694,2.198,False,False,_G,North Western,
AG-GSTK03,2__GSTAT003,,,Statkraft Markets Gmbh,S,True,STAT_G4,STATKRA1,-2.000,20.000,C,-0.0048159,-0.159,-0.114,1.592,1.144,False,False,_G,North Western,
AG-GSTK04,2__GSTAT004,,,Statkraft Markets Gmbh,S,True,STAT_G5,STATKRA1,-2.000,20.354,C,-0.0048159,-0.292,-0.267,2.970,2.715,False,False,_G,North Western,
AG-GSTK05,2__GSTAT005,,,Statkraft Markets Gmbh,S,True,STAT_G6,STATKRA1,-20.557,20.000,C,-0.0086334,-0.121,-0.148,0.118,0.144,False,False,_G,North Western,
AG-GSTK06,2__GSTAT006,,,Statkraft Markets Gmbh,S,True,STAT_G7,STATKRA1,0.000,6.302,C,-0.0032071,0.000,0.000,1.386,1.386,False,False,_G,North Western,
AG-GSTK07,2__GSTAT007,,,Statkraft Markets Gmbh,S,True,STAT_G8,STATKRA1,0.000,8.000,C,-0.0044771,0.000,0.000,1.555,1.555,False,False,_G,North Western,
AG-GSTK08,2__GSTAT008,,,Statkraft Markets Gmbh,S,True,STAT_G9,STATKRA1,-2.000,22.000,C,-0.0044771,-0.057,-0.048,0.631,0.530,False,False,_G,North Western,
AG-GSTK09,2__GSTAT009,,,Statkraft Markets Gmbh,S,True,STAT_G10,STATKRA1,-16.000,16.000,C,-0.0044771,-0.101,-0.074,0.101,0.074,False,False,_G,North Western,
AG-GSTK10,2__GSTAT010,,,Statkraft Markets Gmbh,S,True,STAT_G11,STATKRA1,0.000,16.000,C,-0.0044771,0.000,0.000,0.181,0.181,False,False,_G,North Western,
AG-GSTK11,2__GSTAT011,,,Statkraft Markets Gmbh,S,True,STAT_G12,STATKRA1,0.000,14.000,C,-0.0044771,0.000,0.000,0.041,0.041,False,False,_G,North Western,
AG-GSTK12,2__GSTAT012,48W000AG-GSTK12Q,,Statkraft Markets Gmbh,S,True,STAT_G13,STATKRA1,0.000,16.000,C,-0.0044771,0.000,0.000,0.000,0.000,False,False,_G,North Western,
AG-GSTK13,2__GSTAT013,,,Statkraft Markets Gmbh,S,True,STAT_G14,STATKRA1,0.000,14.000,C,-0.0044771,0.000,0.000,0.413,0.413,False,False,_G,North Western,
AG-GSTK14,2__GSTAT014,,,Statkraft Markets Gmbh,S,True,STAT_G15,STATKRA1,0.000,16.000,C,-0.0044771,0.000,0.000,3.520,3.520,False,False,_G,North Western,
AG-GSTK15,2__GSTAT015,,,Statkraft Markets Gmbh,S,True,STAT_G16,STATKRA1,0.000,16.000,C,-0.0044771,0.000,0.000,3.520,3.520,False,False,_G,North Western,
AG-GSTK16,2__GSTAT016,,,Statkraft Markets Gmbh,S,True,STAT_G17,STATKRA1,-8.000,8.000,C,-0.0044771,-0.081,-0.078,0.081,0.078,False,False,_G,North Western,
AG-GSTK17,2__GSTAT017,,,Statkraft Markets Gmbh,S,True,STAT_G18,STATKRA1,-2.000,28.000,C,-0.0044771,-0.510,-0.235,7.134,3.296,False,False,_G,North Western,
AG-GSTK99,2__GSTAT099,,,Statkraft Markets Gmbh,S,True,STAT_G99,STATKRA1,-6.000,6.000,C,-0.0044771,-2.305,-2.179,2.305,2.179,False,False,_G,North Western,
AG-GUKP01,2__GUKPR001,,,UK Power Reserve Limited,S,True,UKPR NW,UKPR,-1.000,20.000,C,-0.0044771,-0.384,-0.363,7.682,7.264,False,False,_G,North Western,
AG-GZP03K,V__KGAZP001,,,SEFE Marketing & Trading LTD,V,True,Rhymney,GAZPROM,0.000,0.000,C,0.0124353,0.000,0.000,0.000,0.000,False,False,_K,South Wales,
AG-GZP04K,V__KGAZP002,,,SEFE Marketing & Trading LTD,V,True,Brecon,GAZPROM,0.000,0.000,C,0.0124353,0.000,0.000,0.000,0.000,False,False,_K,South Wales,
AG-GZP05E,V__EGAZP001,,,SEFE Marketing & Trading LTD,V,True,Hem Heath,GAZPROM,0.000,0.000,C,0.0134244,0.000,0.000,0.000,0.000,False,False,_E,Midlands,
AG-GZP06B,V__BGAZP001,,,SEFE Marketing & Trading LTD,V,True,Staveley Energy Park,GAZPROM,0.000,0.000,C,0.0054492,0.000,0.000,0.000,0.000,False,False,_B,East Midlands,
AG-GZP07G,V__GGAZP001,,,SEFE Marketing & Trading LTD,V,True,Haydock,GAZPROM,0.000,0.000,C,-0.0041054,0.000,0.000,0.000,0.000,False,False,_G,North Western,
AG-GZP08M,V__MGAZP001,,,SEFE Marketing & Trading LTD,V,True,Houghton,GAZPROM,0.000,0.000,C,-0.0072983,0.000,0.000,0.000,0.000,False,False,_M,Yorkshire Electricity,
AG-HAB01B,V__BHABI013,,,Habitat Energy Limited,V,True,Willoughby,HABITAT,0.000,0.000,C,0.0066681,0.000,0.000,0.000,0.000,False,False,_B,East Midlands,
AG-HAB01D,V__GHABI016,,,Habitat Energy Limited,V,True,Gipsy Lane,HABITAT,0.000,0.000,C,-0.0044771,0.000,0.000,0.000,0.000,False,False,_G,North Western,
AG-HAB01F,V__FHABI014,,,Habitat Energy Limited,V,True,Flatworth,HABITAT,0.000,0.000,C,-0.0075496,0.000,0.000,0.000,0.000,False,False,_F,Northern,
AG-HAB01J,V__JHABI009,48W000AG-HAB01J4,,Habitat Energy Limited,V,True,Potmans Lane,HABITAT,0.000,0.000,C,0.0087752,0.000,0.000,0.000,0.000,False,False,_J,South Eastern,
AG-HAB01P,V__PHABI010,48W000AG-HAB01PT,OTHER,Habitat Energy Limited,V,True,Boat of Garten,HABITAT,0.000,0.000,C,-0.0200357,0.000,0.000,0.000,0.000,False,False,_P,North Scotland,
AG-HAB02B,V__BHABI012,,,Habitat Energy Limited,V,True,Grendon,HABITAT,0.000,0.000,C,0.0066681,0.000,0.000,0.000,0.000,False,False,_B,East Midlands,
AG-HAB02F,V__FHABI017,,,Habitat Energy Limited,V,True,York,HABITAT,0.000,0.000,C,-0.0075496,0.000,0.000,0.000,0.000,False,False,_F,Northern,
AG-HAB02P,V__PHABI011,48W000AG-HAB02PQ,,Habitat Energy Limited,V,True,Braco,HABITAT,0.000,0.000,C,-0.0200357,0.000,0.000,0.000,0.000,False,False,_P,North Scotland,
AG-HAB03P,V__PHABI015,,,Habitat Energy Limited,V,True,Orchardbank,HABITAT,0.000,0.000,C,-0.0200357,0.000,0.000,0.000,0.000,False,False,_P,North Scotland,
AG-HEDF01,2__HLOND001,,,EDF Energy Customers Limited,S,True,EDFE Aggregate S E 01,LENCO,-36.830,29.782,C,0.0173987,-16.069,-14.279,12.994,11.546,False,False,_H,Southern,
AG-HEDF02,2__HLOND002,,,EDF Energy Customers Limited,S,True,EDFE Aggregate S Eng 02,LENCO,-52.000,52.000,C,0.0154722,-0.650,-0.744,0.650,0.744,False,False,_H,Southern,
AG-HEDF03,2__HLOND003,48W000AG-HEDF03J,,EDF Energy Customers Limited,S,True,EDF Aggregate South England 3,LENCO,0.000,8.000,C,0.0154722,0.000,0.000,1.760,1.760,False,False,_H,Southern,
AG-HEL00G,V__GHABI001,,,Habitat Energy Limited,V,True,Red Scar,HABITAT,0.000,0.000,C,-0.0041970,0.000,0.000,0.000,0.000,False,False,_G,North Western,
AG-HEL01H,V__HHABI001,,,Habitat Energy Limited,V,True,Roundponds,HABITAT,0.000,0.000,C,0.0208273,0.000,0.000,0.000,0.000,False,False,_H,Southern,
AG-HEL0AG,V__GHABI002,,,Habitat Energy Limited,V,True,Gipsy Lane,HABITAT,0.000,0.000,P,-0.0021672,0.000,0.000,0.000,0.000,True,False,_G,North Western,
AG-HEL0BA,V__AHABI003,,,Habitat Energy Limited,V,True,Wickham,HABITAT,0.000,0.000,C,0.0037777,0.000,0.000,0.000,0.000,False,False,_A,Eastern GSP Group,
AG-HEL0CP,V__PHABI004,,OTHER,Habitat Energy Limited,V,True,Fordtown,HABITAT,0.000,0.000,C,-0.0200357,0.000,0.000,0.000,0.000,False,False,_P,North Scotland,
AG-HEL0DN,V__NHABI005,,OTHER,Habitat Energy Limited,V,True,Camilla,HABITAT,0.000,0.000,C,-0.0066390,0.000,0.000,0.000,0.000,False,False,_N,South Scotland,
AG-HEL0EP,V__PHABI006,,OTHER,Habitat Energy Limited,V,True,Glendevon,HABITAT,0.000,0.000,C,-0.0200357,0.000,0.000,0.000,0.000,False,False,_P,North Scotland,
AG-HFLX01,2__HFLEX001,,,Flexitricity Limited,S,True,2__HFLEX001,FLEXTRCY,0.000,49.000,C,0.0154722,0.000,0.000,1.740,1.740,False,False,_H,Southern,
AG-HFLX02,2__HFLEX002,48W000AG-HFLX02E,,Flexitricity Limited,S,True,2__HFLEX002,FLEXTRCY,0.000,49.000,C,0.0154722,0.000,0.000,10.780,10.780,False,False,_H,Southern,
AG-HLIM01,2__HANGE001,,,Limejump Energy Limited,S,True,2__HANGE001,ANGEL,-20.791,50.000,C,0.0154722,-0.073,-0.166,0.175,0.400,False,False,_H,Southern,
AG-HLIM02,2__HANGE002,,,Limejump Energy Limited,S,True,2__HANGE002,ANGEL,-41.187,50.000,C,0.0154722,-0.424,-0.358,0.515,0.435,False,False,_H,Southern,
AG-HLIM03,2__HANGE003,,,Limejump Energy Limited,S,True,2__HANGE003,ANGEL,-52.284,49.813,C,0.0154722,-0.444,-0.643,0.423,0.613,False,False,_H,Southern,
AG-HLIM04,2__HANGE004,,,Limejump Energy Limited,S,True,2__HANGE004,ANGEL,-51.835,49.335,C,0.0154722,-0.669,-0.549,0.636,0.523,False,False,_H,Southern,
AG-HLIM05,2__HANGE005,,,Limejump Energy Limited,S,True,2__HANGE005,ANGEL,-106.454,101.899,C,0.0154722,-2.236,-1.991,2.140,1.906,False,False,_H,Southern,
AG-HOCT01,2__HMRCY001,,,Octopus Energy Limited,S,True,AG-HOCT01,MERCURY,-5.000,0.000,C,0.0154722,-2.088,-1.983,0.000,0.000,False,False,_H,Southern,
AG-HSMA01,2__HSMAE001,,,Smartestenergy Limited,S,True,2__HSMAE001,SMARTEST,0.000,15.748,C,0.0154722,0.000,0.000,3.465,3.465,False,False,_H,Southern,
AG-HSTK01,2__HSTAT001,,,Statkraft Markets Gmbh,S,True,STAT_H2,STATKRA1,-100.000,100.000,C,0.0154722,-0.780,-0.740,0.780,0.740,False,False,_H,Southern,
AG-HSTK02,2__HSTAT002,,,Statkraft Markets Gmbh,S,True,STAT_H3,STATKRA1,-50.000,52.237,C,0.0154722,-0.335,-0.290,0.350,0.303,False,False,_H,Southern,
AG-HSTK03,2__HSTAT003,,,Statkraft Markets Gmbh,S,True,STAT_H4,STATKRA1,-2.000,20.000,C,0.0154722,-0.063,-0.040,0.634,0.404,False,False,_H,Southern,
AG-HSTK04,2__HSTAT004,,,Statkraft Markets Gmbh,S,True,STAT_H5,STATKRA1,-20.793,20.000,C,0.0199799,-0.233,-0.308,0.224,0.296,False,False,_H,Southern,
AG-HSTK05,2__HSTAT005,,,Statkraft Markets Gmbh,S,True,STAT_H6,STATKRA1,0.000,16.000,C,0.0154722,0.000,0.000,3.520,3.520,False,False,_H,Southern,
AG-HSTK06,2__HSTAT006,,,Statkraft Markets Gmbh,S,True,STAT_H7,STATKRA1,0.000,16.000,C,0.0154722,0.000,0.000,0.365,0.365,False,False,_H,Southern,
AG-HSTK07,2__HSTAT007,,,Statkraft Markets Gmbh,S,True,STAT_H8,STATKRA1,-40.000,40.000,C,0.0154722,-16.700,-15.860,16.700,15.860,False,False,_H,Southern,
AG-HSTK08,2__HSTAT008,,,Statkraft Markets Gmbh,S,True,STAT_H9,STATKRA1,-20.000,20.000,C,0.0154722,-8.350,-7.930,8.350,7.930,False,False,_H,Southern,
AG-HSTK09,2__HSTAT009,,,Statkraft Markets Gmbh,S,True,STAT_H10,STATKRA1,0.000,14.000,C,0.0154722,0.000,0.000,3.080,3.080,False,False,_H,Southern,
AG-HSTK99,2__HSTAT099,,,Statkraft Markets Gmbh,S,True,STAT_H99,STATKRA1,-2.000,2.000,C,0.0154722,-0.835,-0.793,0.835,0.793,False,False,_H,Southern,
AG-HUKP01,2__HUKPR001,,,UK Power Reserve Limited,S,True,2__HUKPR001,UKPR,-1.000,20.000,C,0.0154722,-0.418,-0.397,8.350,7.930,False,False,_H,Southern,
AG-JEDF01,2__JLOND001,,,EDF Energy Customers Limited,S,True,EDFE Aggregate S E Eng 01,LENCO,0.000,0.000,C,0.0084878,0.000,0.000,0.000,0.000,False,False,_J,South Eastern,
AG-JEDF02,2__JLOND002,,,EDF Energy Customers Limited,S,True,EDFE Aggregate S E Eng 02,LENCO,-2.000,12.000,C,0.0087752,-0.862,-0.796,5.174,4.778,False,False,_J,South Eastern,
AG-JEDF03,2__JLOND003,,,EDF Energy Customers Limited,S,True,EDFE Aggregate S E Eng 03,LENCO,-2.000,12.000,C,0.0087752,-0.227,-0.059,1.360,0.353,False,False,_J,South Eastern,
AG-JEDF04,2__JLOND004,,,EDF Energy Customers Limited,S,True,EDFE Aggregate S E 04,LENCO,0.000,0.000,C,0.0087752,0.000,0.000,0.000,0.000,False,False,_J,South Eastern,
AG-JLIM01,2__JANGE001,,,Limejump Energy Limited,S,False,2__JANGE001,ANGEL,0.000,50.000,C,0.0087752,0.000,0.000,11.000,11.000,False,False,_J,South Eastern,
AG-JOCT01,2__JMRCY001,,,Octopus Energy Limited,S,True,AG-JOCT01,MERCURY,-5.000,0.000,C,0.0087752,-2.156,-1.991,0.000,0.000,False,False,_J,South Eastern,
AG-JSTK01,2__JSTAT001,,,Statkraft Markets Gmbh,S,True,STAT_J2,STATKRA1,-2.000,22.000,C,0.0087752,-0.034,-0.041,0.378,0.455,False,False,_J,South Eastern,
AG-JSTK02,2__JSTAT002,,,Statkraft Markets Gmbh,S,True,STAT_J3,STATKRA1,-8.000,6.305,C,0.0087752,-0.183,-0.156,0.144,0.123,False,False,_J,South Eastern,
AG-JSTK03,2__JSTAT003,,,Statkraft Markets Gmbh,S,True,STAT_J4,STATKRA1,0.000,22.000,C,0.0087752,0.000,0.000,2.603,2.603,False,False,_J,South Eastern,
AG-JSTK99,2__JSTAT099,,,Statkraft Markets Gmbh,S,True,STAT_J99,STATKRA1,-2.000,4.000,C,0.0087752,-0.862,-0.796,1.725,1.593,False,False,_J,South Eastern,
AG-JUKP01,2__JUKPR001,,,UK Power Reserve Limited,S,True,UKPR S East,UKPR,-50.000,50.000,C,0.0087752,-0.830,-0.810,0.830,0.810,False,False,_J,South Eastern,
AG-KFLX01,2__KFLEX001,,,Flexitricity Limited,S,True,2__KFLEX001,FLEXTRCY,0.000,49.000,C,0.0167661,0.000,0.000,7.179,7.179,False,False,_K,South Wales,
AG-KFLX02,2__KFLEX002,,,Flexitricity Limited,S,True,2__KFLEX002,FLEXTRCY,0.000,49.000,C,0.0167661,0.000,0.000,10.780,10.780,False,False,_K,South Wales,
AG-KLIM01,2__KANGE001,,,Limejump Energy Limited,S,True,2__KANGE001,ANGEL,0.000,50.000,C,0.0139397,0.000,0.000,11.000,11.000,False,False,_K,South Wales,
